#1.2
10100	50
NAME	DESCRIPTION	786-0	BT-549	CCRF-CEM	COLO 205	EKVX	HCC-2998	HCT-15	HOP-62	HOP-92	HS 578T	HT29	K-562	KM12	M14	MDA-MB-231/ATCC	MDA-MB-435	NCI-H23	NCI-H322M	NCI-H522	OVCAR-3	OVCAR-5	OVCAR-8	PC-3	RXF-393	SF-268	SF-295	SK-MEL-2	SN12C	SNB-19	SNB-75	SW-620	T-47D	U251	A498	A549/ATCC	ACHN	CAKI-1	HCT-116	LOX IMVI	MALME-3M	MCF7	MOLT-4	NCI-H460	OVCAR-4	SF-539	SK-MEL-5	SR	UACC-257	UACC-62	UO-31
HIST1H3E	na	64.66	35.89	39.86	23.66	71.68	62.72	57.79	81.75	50.17	43.37	60.46	51.56	40.64	50.99	55.12	50.03	65.62	102.01	46.07	63.21	59.44	69.61	73.64	38.72	62.78	50.26	75.61	62.97	65.48	58.43	56.04	93.86	41.84	67.11	70.24	60.76	65.52	51.9	66.8	54.39	83.64	41.63	57.64	83.63	49.68	84.45	63.95	80.25	77.17	60.58
ADCY3	na	335.04	303.3	231.68	139.99	299.64	367.58	348.66	248.06	308.92	311.15	378.34	203.85	359.71	391.45	461.81	449.9	362.34	359.12	374.16	304.16	338.84	293.06	300.86	482.37	485.0	277.26	294.95	437.43	430.35	372.61	434.66	146.45	350.41	519.03	475.45	456.54	438.51	238.75	459.17	434.58	218.99	238.44	486.15	291.44	224.76	324.18	319.63	292.17	523.27	377.28
KIAA0711	na	53.83	4.57	83.5	120.19	10.21	180.04	53.47	35.3	4.34	6.89	44.76	2.6	69.67	9.75	21.19	8.86	27.3	27.39	51.36	3.63	12.66	52.62	2.5	63.46	18.18	17.81	30.04	19.09	3.68	3.6	4.58	12.68	3.67	11.97	52.61	24.7	3.96	103.21	115.1	18.32	19.2	146.2	42.51	8.8	7.33	49.0	811.27	17.0	8.09	138.38
BTNL3	na	52.57	49.23	45.32	46.25	44.91	44.56	34.54	38.19	47.41	48.36	38.65	31.19	26.14	31.66	43.22	34.46	38.8	36.56	49.26	82.14	39.68	45.32	37.89	42.42	55.38	29.71	49.58	76.31	46.97	42.47	23.3	50.76	49.43	49.17	32.16	30.65	55.68	44.65	33.12	62.16	46.08	42.8	47.62	66.9	39.8	63.77	51.02	68.85	95.18	56.93
VAPA	na	547.74	868.2	650.07	550.32	613.59	637.07	586.75	1324.22	615.92	920.7	875.39	1291.36	291.82	649.34	921.58	459.13	412.72	556.21	744.73	611.92	1103.66	549.22	555.42	498.37	820.79	438.42	524.68	663.91	342.58	374.82	466.88	553.64	520.27	424.94	590.17	475.67	811.68	550.95	541.93	301.87	724.25	511.62	488.44	247.34	357.66	457.51	503.22	358.28	292.38	405.76
SCN1B	na	155.46	89.42	43.7	84.81	117.33	103.09	85.03	142.11	84.23	85.69	80.97	122.5	56.14	82.78	115.34	103.22	78.63	58.55	115.01	128.66	109.04	118.31	79.24	160.14	80.59	135.56	107.02	102.49	132.53	134.26	62.44	90.24	136.44	123.16	95.51	77.51	106.1	66.98	75.33	211.2	88.33	63.28	74.55	241.03	157.03	111.23	61.59	117.01	128.17	91.21
SNRPE	na	1395.11	3716.98	4427.52	3083.75	2050.65	1711.77	2008.27	1739.14	2380.5	1216.52	1673.43	3545.85	2312.09	1964.1	2473.28	2339.23	1865.39	1494.18	2515.29	2215.38	2270.39	1794.89	2163.24	1416.48	1894.86	2151.45	1954.91	2162.35	1402.43	1278.78	2065.99	1971.43	1822.17	1587.9	1767.13	2482.17	2981.23	2578.45	1968.04	2248.75	4219.46	4649.75	3181.99	2191.36	1530.46	1771.07	2818.2	1252.58	1554.89	2598.16
MAPKBP1	na	58.64	65.2	35.95	47.14	58.0	89.32	72.93	74.81	68.33	48.35	84.78	49.77	61.11	97.33	70.99	106.96	109.69	93.15	66.01	87.7	66.16	32.29	64.11	80.35	81.55	67.58	73.76	71.69	98.44	87.09	67.56	85.29	62.05	67.75	66.9	73.71	49.71	60.08	91.11	82.3	67.55	64.5	66.97	66.71	85.33	112.06	84.17	67.0	90.51	59.3
RARG	na	78.79	119.14	56.82	120.86	101.08	112.6	203.01	116.64	119.24	152.9	335.1	86.58	124.26	186.74	123.25	126.73	195.3	180.21	144.09	193.63	96.66	96.31	109.28	132.06	161.44	163.44	96.17	163.43	101.27	186.72	94.52	165.35	125.44	92.65	119.72	103.62	104.27	125.11	283.93	165.11	157.47	57.21	90.04	137.85	210.76	99.0	149.52	121.63	212.16	77.74
PKNOX1	na	17.2	4.38	4.37	11.13	5.2	9.14	10.78	9.93	7.93	5.52	7.02	11.04	4.62	10.42	6.88	12.48	9.16	6.88	12.08	8.72	8.94	13.53	5.76	2.5	6.46	13.61	7.32	3.07	20.33	12.1	10.45	7.22	1.93	4.29	6.12	11.04	9.6	7.55	10.71	7.9	5.49	7.83	18.96	11.33	10.18	6.68	13.53	7.63	11.66	8.96
RAB14	na	325.13	393.23	500.62	607.47	334.27	508.4	484.03	351.05	284.76	363.03	479.06	288.66	436.88	425.72	387.81	389.07	282.31	382.03	273.22	305.79	401.9	359.58	477.02	328.44	348.0	338.92	446.44	412.23	372.52	634.5	414.94	740.92	310.31	501.31	369.73	226.43	376.09	517.43	528.91	388.4	784.29	392.6	332.14	167.4	392.0	254.04	414.22	219.24	293.99	352.49
SLC22A13	na	25.95	13.97	14.28	9.4	6.76	19.02	21.39	20.74	18.97	27.63	26.54	19.04	24.24	29.84	14.81	23.28	28.45	39.21	18.41	28.2	24.68	30.73	17.12	21.1	40.61	12.34	12.4	14.3	29.44	17.87	16.33	34.41	20.41	31.39	23.57	19.59	10.92	22.4	26.05	26.76	22.37	16.58	17.85	38.66	31.11	12.48	35.54	31.28	34.49	6.68
RPL14	na	5840.49	2071.63	4290.61	4179.86	1741.28	3662.64	3380.73	2212.15	3135.33	1993.44	2231.43	9772.99	4744.47	3718.0	2271.55	2498.18	2011.82	1186.1	2096.25	4818.78	2023.47	5392.6	5055.38	2384.56	2422.82	1993.26	3828.52	4256.08	2927.43	1701.19	3708.28	3110.65	1970.09	1880.09	1740.15	2771.32	2846.27	3939.82	2947.81	2626.17	5828.35	5360.52	4519.2	3528.9	950.33	5857.0	3801.08	4388.32	4795.01	3457.89
SHARP	na	141.38	221.71	226.03	134.58	84.27	164.21	214.66	127.61	105.69	173.48	245.71	164.99	202.72	164.78	103.02	131.01	161.88	199.8	204.36	326.86	170.51	173.23	177.05	187.18	147.49	127.82	115.63	122.21	150.45	124.71	230.92	54.7	105.46	92.48	103.41	98.52	115.97	170.43	168.83	103.87	190.18	202.38	112.28	164.11	244.19	68.36	113.31	154.71	83.39	115.19
GDF5	na	13.44	12.74	14.7	7.8	11.83	12.35	14.86	14.92	166.19	18.14	18.56	16.2	10.49	15.37	20.67	10.1	11.53	14.97	12.46	16.75	11.71	13.87	11.15	13.42	66.35	11.39	117.96	15.15	14.03	385.75	10.15	22.64	9.23	23.06	15.22	14.66	15.82	12.11	16.12	16.03	10.72	12.89	13.11	20.79	13.47	22.35	16.91	11.56	17.91	597.18
LOC113251	na	66.61	195.32	242.48	176.53	140.18	126.91	212.72	166.16	179.25	102.97	232.91	191.59	249.98	270.02	141.18	148.34	190.28	123.12	334.06	124.18	130.19	130.59	273.86	110.24	159.67	170.27	289.45	214.91	125.35	74.41	404.34	169.61	110.4	137.44	199.33	191.82	128.16	228.33	282.48	239.39	266.46	290.59	300.11	133.03	113.42	176.0	98.49	233.69	122.42	153.33
MAGEC1	na	32.55	9.0	33.71	10.88	12.68	24.46	11.12	15.2	9.69	18.06	22.94	147.72	8.39	15.51	14.81	9.31	20.31	10.39	13.66	22.23	14.13	12.74	14.32	12.45	17.6	45.7	395.81	22.88	12.82	27.37	7.57	14.56	8.59	20.9	13.27	11.08	13.91	6.69	9.41	9.13	23.85	13.71	35.07	10.63	19.26	72.64	32.22	154.45	102.6	18.83
CPD	na	248.06	78.45	61.2	266.49	275.87	67.5	241.87	380.73	300.83	218.29	531.71	86.46	257.5	108.45	439.22	73.45	158.89	588.65	71.7	104.91	529.84	51.66	91.74	264.31	162.6	281.54	122.45	88.22	194.05	125.57	190.16	345.74	179.88	294.73	412.39	208.75	328.52	279.15	95.28	131.38	102.53	89.03	391.88	146.19	193.02	77.02	82.32	90.42	166.06	182.37
PRKR	na	2033.52	1857.93	984.44	1107.33	1127.8	1171.13	1025.49	998.6	1082.83	1213.05	1070.67	1033.41	1556.19	1175.41	1044.92	1341.88	1496.48	2302.33	1150.73	1912.57	849.51	1372.42	1259.78	1305.57	1324.66	1224.7	1025.0	2437.5	1759.85	1162.85	958.72	1215.42	1524.06	1066.62	1135.62	2152.14	1821.71	1127.64	1559.58	1582.65	857.4	851.2	1270.76	1195.19	1390.9	1792.29	922.51	1933.95	2438.09	1360.15
ZNF143	na	64.98	65.2	86.34	57.41	76.31	107.75	81.38	67.81	89.91	86.15	97.75	105.19	80.03	66.67	104.48	69.02	73.59	94.54	72.67	123.91	60.06	107.25	95.85	84.96	76.28	73.21	72.93	71.33	89.72	80.47	72.85	58.87	70.58	113.29	70.64	91.89	94.78	82.82	54.71	87.19	82.89	95.51	85.27	92.13	80.12	66.46	86.18	140.25	137.7	78.79
TRIM9	na	51.17	6.5	20.13	8.98	11.98	4.57	1.47	1.72	6.17	3.78	1.52	2.81	2.63	7.33	4.25	36.13	3.09	9.17	4.43	4.19	22.13	1.29	23.09	27.65	2.54	3.02	8.89	4.19	12.81	21.49	7.23	5.52	21.56	16.04	10.57	15.93	1.18	3.53	8.47	25.38	7.75	23.55	3.17	1.82	12.67	8.81	5.91	11.36	82.33	7.54
DLX5	na	17.4	19.27	15.9	8.41	22.28	10.44	12.22	29.35	10.02	39.51	8.08	7.87	10.8	14.83	11.82	29.77	58.72	163.13	12.21	56.63	28.37	24.44	15.79	28.47	18.55	13.25	36.76	30.81	25.46	249.7	7.13	8.29	31.17	29.73	11.54	14.44	15.1	13.87	7.8	35.17	22.93	15.44	12.84	158.63	25.32	13.3	8.34	27.56	59.07	21.46
LOC157567	na	86.33	64.28	246.84	82.02	80.94	65.38	79.06	81.44	64.51	125.17	85.16	61.6	73.72	41.79	70.23	63.72	110.73	141.81	48.56	97.15	89.2	46.29	87.28	122.11	48.66	40.3	70.31	54.4	55.47	37.54	59.75	115.02	40.31	88.46	59.02	43.49	75.24	72.57	48.39	102.51	192.31	346.35	57.11	77.19	53.7	67.99	41.75	96.29	60.03	77.05
CASP7	na	63.04	33.74	67.57	44.58	42.07	46.29	49.87	42.25	25.86	26.62	53.14	19.26	58.82	53.14	43.2	33.07	33.85	120.01	55.36	40.34	43.37	34.24	23.12	38.15	49.38	42.43	50.85	37.48	41.87	38.26	32.16	81.91	61.73	63.43	43.19	36.35	33.22	68.39	51.93	28.54	73.27	76.2	96.05	27.88	77.78	18.14	47.75	25.24	14.6	36.79
PPP4R1	na	92.28	212.73	157.35	76.56	195.92	104.77	154.09	386.27	140.99	146.71	117.29	155.59	49.59	128.28	298.75	75.94	141.33	134.29	174.32	177.96	174.17	190.14	150.14	124.53	333.17	124.14	96.06	400.94	241.21	106.39	128.34	69.92	198.39	78.41	143.65	146.68	194.8	113.47	192.22	78.37	140.75	163.13	100.65	74.26	104.95	105.97	102.56	53.73	50.98	169.41
C11orf13	na	897.48	301.77	409.41	598.6	586.52	710.84	791.49	441.12	472.29	357.43	1115.28	491.32	517.3	318.88	624.2	356.79	384.21	608.47	575.19	593.99	1301.06	637.53	581.8	835.53	464.81	418.0	399.34	803.85	559.77	485.07	696.54	584.31	554.53	887.41	600.9	586.51	693.95	415.61	428.94	356.82	595.12	532.22	412.12	664.0	457.02	581.01	489.51	508.64	482.62	578.45
OR1E1	na	7.17	8.72	4.52	12.85	11.87	5.19	12.05	2.44	8.33	5.22	4.68	3.83	6.3	4.38	10.27	3.26	5.2	6.32	3.36	26.02	5.22	7.68	5.24	6.04	10.29	3.27	10.75	5.97	4.87	4.97	11.48	8.46	3.97	9.78	13.3	5.56	3.78	3.28	10.3	5.08	5.2	2.69	7.58	12.3	13.98	6.23	3.73	6.3	5.67	3.59
HMGA2	na	110.26	87.58	36.3	169.72	10.4	104.75	72.09	134.18	810.88	60.87	118.19	13.53	76.05	101.6	134.44	79.69	101.43	177.99	238.7	339.49	131.79	14.49	306.88	183.84	53.8	114.77	219.02	20.28	61.25	35.39	92.58	28.25	97.02	24.45	105.66	221.97	123.7	397.67	789.53	73.58	14.3	47.68	44.52	171.18	59.94	65.2	30.28	183.6	161.84	789.96
SELE	na	15.84	10.14	12.4	9.34	11.5	11.36	7.14	17.3	6.77	16.68	8.24	11.12	11.12	6.49	10.46	12.71	14.73	25.76	10.22	15.95	13.29	15.41	9.07	14.2	10.93	15.24	8.4	17.87	9.78	15.81	10.34	12.46	16.68	9.72	12.59	9.13	12.93	12.18	9.66	14.63	5.62	15.2	21.78	13.21	8.6	13.06	18.34	18.54	20.57	23.47
CAMLG	na	12.64	39.43	19.39	14.05	15.39	23.18	18.35	36.06	30.37	17.27	19.08	33.8	40.66	16.76	17.76	21.5	28.69	24.62	41.34	27.97	34.42	23.76	23.0	9.96	15.8	22.08	23.95	35.17	17.21	20.72	29.14	25.67	22.09	18.25	14.15	16.88	28.38	24.3	9.82	18.18	32.67	24.18	24.16	20.39	26.51	17.04	23.44	7.55	28.72	19.19
SLC20A2	na	31.54	151.33	72.25	104.95	103.88	219.62	158.4	108.48	79.65	169.96	131.92	43.53	128.75	72.92	113.66	82.72	98.38	419.35	74.59	246.33	261.42	195.43	92.81	45.3	147.33	92.45	90.1	69.65	94.21	78.2	127.8	128.27	82.46	51.67	97.23	144.28	50.56	92.41	116.51	139.94	90.06	84.8	80.1	148.95	185.54	75.15	71.31	47.35	87.09	120.27
CTDSP2	na	320.44	547.11	432.16	315.33	508.6	274.02	714.87	689.97	537.62	515.97	831.12	535.59	401.89	542.47	533.38	378.99	870.95	611.41	579.6	579.24	811.71	637.25	505.01	483.48	650.11	450.44	500.14	977.46	394.25	473.3	575.27	988.96	356.11	353.66	510.15	500.63	778.7	495.32	726.95	469.57	1007.06	395.64	318.67	465.9	575.15	398.75	461.78	459.65	451.38	482.8
ABL1	na	1007.84	1840.45	520.65	396.65	545.04	474.08	626.1	483.44	424.47	1097.4	468.77	1347.54	470.24	626.34	634.48	448.79	570.19	448.55	797.87	522.84	406.5	654.91	604.24	865.02	822.89	606.44	450.47	399.82	691.46	1131.16	688.39	641.9	788.07	861.88	871.83	549.47	1048.21	417.99	1763.51	599.2	628.62	516.24	784.35	360.3	1010.53	527.77	434.88	440.57	555.38	620.68
UTF1	na	170.7	134.43	150.87	122.92	119.65	159.96	122.05	126.26	137.6	126.19	133.64	122.82	127.58	125.18	146.01	141.03	140.62	168.2	123.09	219.13	131.26	149.62	151.21	136.58	147.7	120.93	122.18	163.07	171.32	139.65	120.13	138.72	180.36	207.17	175.17	123.87	169.72	133.04	125.69	151.88	135.97	143.41	138.79	207.0	111.58	224.45	145.16	208.37	236.73	111.86
ABCF3	na	282.56	97.83	106.08	216.75	200.82	251.09	198.01	170.15	259.47	296.42	176.54	171.23	223.57	165.48	254.77	199.37	352.23	263.16	187.68	228.05	169.63	208.26	315.63	148.97	185.64	272.09	179.33	165.65	299.34	214.96	137.77	323.39	292.47	167.05	155.51	161.54	243.3	196.36	214.34	174.65	253.3	148.65	212.48	222.83	275.33	380.87	173.63	242.4	330.78	179.78
MYO9B	na	246.56	195.21	176.6	189.6	189.97	241.46	182.59	231.52	215.49	316.54	164.92	164.74	234.9	235.59	197.1	234.47	208.73	235.97	262.96	290.6	200.84	254.01	263.75	264.06	307.5	242.92	225.7	250.81	314.13	356.76	202.92	258.01	279.56	270.23	172.1	173.47	247.86	190.56	236.48	297.49	220.25	186.0	212.9	272.33	301.14	396.14	216.66	361.9	222.52	185.54
PNAS-4	na	106.11	192.01	369.84	213.88	189.96	239.17	351.99	181.05	426.17	304.6	117.21	173.71	315.26	222.58	200.05	199.03	300.41	257.53	335.59	184.02	130.87	257.96	304.8	186.5	230.37	312.3	176.46	125.62	194.09	228.91	220.4	220.22	174.66	164.01	138.25	115.79	361.01	270.59	153.61	228.52	123.46	389.99	237.54	320.4	271.86	110.15	215.91	121.89	143.48	189.24
C1D	na	521.54	403.56	1049.84	677.82	590.77	546.34	674.95	727.07	547.98	565.74	639.91	881.25	450.35	562.52	727.96	756.9	751.83	798.1	638.81	492.12	1036.96	332.17	472.31	462.05	513.7	499.51	783.28	568.68	415.57	327.43	463.74	559.8	378.15	641.34	655.23	702.84	776.11	761.96	741.0	701.28	614.64	1150.47	624.29	345.22	356.27	535.76	546.71	506.41	553.51	718.57
GABRG2	na	20.72	27.57	25.88	28.67	11.4	30.89	21.57	41.83	31.76	41.15	25.15	23.51	45.68	28.65	39.87	43.91	28.1	85.53	42.49	66.51	24.23	42.45	43.56	25.9	37.93	31.5	43.94	57.67	37.81	27.11	41.52	43.67	31.87	57.27	40.04	35.15	32.45	22.69	37.68	30.14	16.59	33.53	26.44	39.0	11.22	38.99	35.89	48.51	49.37	47.36
PLXND1	na	169.86	93.3	185.1	123.63	481.21	104.8	204.13	514.8	333.36	447.74	113.84	165.05	99.0	94.8	406.91	134.02	252.31	258.41	320.98	334.31	336.75	274.81	144.26	291.53	104.07	376.11	717.93	145.72	790.9	808.78	350.6	420.05	905.38	417.11	445.56	222.4	216.29	216.1	69.68	658.69	160.66	153.43	295.95	299.71	1639.47	235.9	108.1	400.28	250.77	245.95
34092_at	na	37.42	33.44	24.13	26.75	45.86	26.06	26.08	48.86	28.88	28.19	26.45	20.9	27.73	29.57	20.85	24.36	52.18	36.86	37.18	35.62	28.8	40.05	29.8	44.91	41.22	35.24	27.65	72.84	36.98	46.88	31.96	38.55	30.58	54.04	52.45	40.51	37.13	28.28	25.6	33.58	34.02	26.85	27.37	49.46	37.15	38.58	33.72	56.78	37.37	29.07
ANGPT2	na	5.24	15.98	19.81	10.04	3.71	7.15	3.55	7.83	4.86	7.29	6.95	16.16	10.49	46.85	13.88	7.84	12.79	14.15	3.45	11.5	7.87	24.0	5.41	4.45	16.85	6.94	15.66	20.32	11.7	6.72	12.28	8.6	16.89	22.72	13.02	4.2	8.29	8.33	11.72	14.26	7.91	27.52	16.16	23.74	5.33	14.94	21.81	14.74	25.54	9.42
GUSB	na	1574.1	607.35	872.66	635.94	540.24	582.6	723.82	577.98	926.73	487.65	554.87	1032.61	355.89	780.42	799.97	586.47	969.91	1391.12	581.89	477.49	968.43	764.51	244.76	1282.93	596.42	880.18	653.12	556.22	1102.68	866.28	676.22	979.7	647.66	1000.65	447.51	601.43	339.18	414.34	457.63	1681.42	644.73	798.21	964.76	839.05	925.51	1793.25	1561.95	974.53	718.86	577.86
41704_at	na	6.9	26.73	10.01	9.7	20.35	14.42	14.31	16.02	12.26	14.07	15.29	18.44	14.44	15.09	11.5	21.51	18.51	21.87	49.67	14.92	21.18	16.77	12.96	20.95	18.18	16.37	15.39	18.11	18.57	14.18	11.58	11.38	14.21	16.97	20.13	16.5	17.67	22.82	15.68	27.4	20.24	44.78	17.44	14.45	13.57	19.71	14.81	17.89	18.09	15.44
TTPA	na	9.04	9.87	8.08	7.08	3.94	8.71	6.49	3.37	1.42	8.77	3.95	8.95	2.38	6.58	10.73	4.18	6.36	4.83	8.58	10.31	8.79	10.34	2.62	3.55	8.8	1.51	3.24	7.61	2.79	4.45	9.56	6.57	10.28	9.58	7.72	2.33	8.31	5.88	2.11	13.1	3.37	7.62	9.95	9.36	3.12	27.39	7.97	9.4	7.76	11.26
FPR1	na	45.48	46.29	23.44	32.79	14.0	31.94	25.61	27.48	25.05	17.86	12.74	17.34	20.8	22.67	34.48	42.83	37.72	57.53	22.12	11.5	44.65	25.38	26.8	33.55	22.57	37.58	14.38	16.39	44.03	24.6	24.9	28.93	31.3	17.9	31.63	33.29	12.68	24.57	38.21	14.21	36.34	38.59	20.38	27.24	50.92	31.3	10.89	36.47	48.22	30.26
B3GALT2	na	3.08	2.76	5.65	2.23	4.55	5.76	3.21	7.65	0.78	1.42	0.89	1.22	2.99	1.39	2.26	5.42	8.72	4.05	2.85	2.57	1.95	3.07	5.9	9.87	6.19	2.32	16.76	7.24	4.67	9.44	4.04	10.28	4.08	4.47	3.84	6.07	11.35	1.71	4.17	3.61	6.25	4.01	1.42	1.65	3.26	2.41	4.29	7.46	2.47	6.06
694_at	na	39.04	32.12	47.21	40.29	50.3	37.58	32.79	37.13	37.63	39.73	32.44	25.93	34.2	46.96	60.65	49.13	44.29	44.06	31.53	62.37	72.82	55.24	68.77	62.01	57.79	34.96	48.18	55.99	61.14	46.43	38.56	23.73	20.9	48.43	88.61	46.43	37.34	39.27	34.19	57.42	61.7	41.71	64.5	45.83	35.09	57.73	54.98	59.51	50.91	38.38
PVALB	na	31.81	32.37	20.26	24.87	22.94	19.67	20.03	34.8	21.41	26.52	26.94	24.91	22.02	12.09	20.92	26.24	29.22	14.23	21.09	33.13	14.22	28.82	28.15	26.11	34.1	11.7	14.94	35.94	40.01	22.82	19.09	18.89	23.16	31.34	28.44	32.82	22.76	32.69	20.14	26.34	24.71	23.41	26.32	34.37	36.94	24.82	37.88	38.22	24.3	24.56
CDH12	na	20.03	8.04	22.14	17.71	21.5	16.0	20.45	17.0	24.7	17.38	36.97	10.93	10.44	16.54	16.45	30.36	31.23	39.77	13.27	41.96	22.16	28.17	33.05	18.61	34.74	39.13	21.08	35.05	37.0	18.09	26.08	41.23	18.42	36.14	7.86	21.54	19.83	31.58	28.22	15.65	31.29	55.11	18.49	21.68	14.48	61.64	44.76	51.8	35.71	5.92
PTPN11	na	277.44	637.92	808.43	569.05	499.82	600.32	641.83	484.64	671.89	771.02	618.61	485.29	1112.97	975.46	605.91	505.17	531.59	359.55	458.65	485.74	430.19	517.87	459.95	407.85	803.38	581.82	637.37	710.27	272.0	345.5	827.68	789.58	419.02	366.2	556.34	953.05	391.93	1026.49	1083.18	596.33	554.12	587.33	635.3	414.11	491.77	297.55	406.75	640.15	363.19	976.92
RGS9	na	50.99	42.2	74.51	43.83	55.11	41.13	58.66	60.48	79.94	56.84	54.04	78.98	34.99	32.78	81.26	56.64	101.03	83.95	72.1	74.81	57.67	150.0	57.31	105.45	104.76	94.34	58.36	83.39	53.46	112.24	53.96	102.71	61.29	69.99	50.77	44.35	83.14	61.55	30.87	26.9	40.33	89.17	58.06	75.07	47.76	103.7	50.89	44.45	60.04	31.53
LRPAP1	na	814.0	440.33	237.65	503.84	461.6	258.85	331.8	519.02	477.24	324.35	334.59	210.66	393.77	513.5	496.75	509.88	1114.81	953.36	209.25	578.06	490.81	316.2	371.01	299.33	234.08	434.43	570.68	119.95	623.38	410.23	315.71	584.57	545.11	478.27	412.37	260.24	358.0	429.27	395.02	511.48	262.83	250.66	678.28	355.08	735.66	1184.48	301.8	1051.89	2013.28	324.21
C14orf114	na	185.97	177.6	89.85	172.01	189.0	232.27	274.47	198.21	230.15	154.5	134.89	92.87	242.47	132.51	121.73	130.75	165.96	326.65	173.73	304.59	205.22	174.95	226.2	240.48	161.05	122.68	189.5	183.43	147.64	199.45	222.68	295.49	158.92	115.68	213.84	140.39	196.22	228.39	192.71	180.21	403.56	122.83	177.4	166.71	175.62	193.16	186.62	162.98	246.13	197.0
CNOT4	na	144.68	130.6	128.39	164.4	147.31	166.93	169.01	106.37	210.76	158.34	227.84	119.04	168.09	204.27	216.63	177.08	217.34	96.31	205.2	143.24	155.76	138.07	149.58	143.22	145.5	165.88	156.49	101.7	159.79	157.94	241.5	136.48	126.55	199.29	140.1	146.97	133.67	191.26	140.36	263.09	215.36	190.95	144.92	282.68	106.41	195.35	196.25	145.35	213.51	174.89
HSD3B2	na	7.67	23.58	24.71	14.67	16.26	14.01	21.57	20.7	22.22	27.09	12.95	20.86	29.18	27.7	26.56	32.44	22.48	20.49	14.18	23.73	16.79	16.61	16.27	26.65	27.42	16.75	24.06	24.34	32.32	26.65	23.63	24.26	16.53	25.64	22.01	16.29	18.85	20.91	20.78	25.75	24.27	24.97	14.61	24.67	16.52	39.62	32.65	27.14	21.33	16.36
DCTN1	na	149.25	107.39	121.27	70.03	90.76	137.27	131.59	94.92	124.79	350.56	131.9	102.27	200.61	113.0	250.01	98.26	445.64	238.97	147.73	159.92	75.49	274.04	155.71	155.01	281.34	173.4	152.37	361.95	291.1	245.75	122.32	104.93	217.86	160.9	141.66	273.81	109.95	115.23	195.74	201.06	131.59	129.18	149.67	146.31	208.27	166.1	188.95	129.23	254.08	120.64
FAU	na	5207.95	2656.46	6018.66	4063.01	3753.9	4809.89	3401.36	3501.16	3092.48	3083.51	3725.13	6139.71	4531.12	2343.22	3468.37	3417.29	2716.81	3367.54	3720.16	5231.54	2286.18	5349.74	5654.47	6633.2	2708.79	3019.36	1393.39	4048.65	2441.83	1723.69	4637.88	3951.27	2353.23	2322.27	2643.42	2851.5	3370.83	4073.74	4060.5	1130.81	4051.26	6674.93	2855.37	5256.78	1219.45	3239.44	3462.01	4052.73	4571.91	3175.36
UQCRH	na	779.43	1603.38	2063.87	1967.4	1667.1	1369.49	1432.68	1022.25	1250.93	689.53	913.13	3643.59	2088.26	1832.01	575.71	2382.65	1048.04	748.47	1780.21	1101.35	1008.62	1455.16	1528.47	544.04	918.24	1172.41	1081.77	810.72	888.5	518.54	972.4	773.36	1002.23	630.98	746.6	751.31	1537.61	1365.32	1421.43	689.54	1158.74	2082.66	1252.62	14.78	676.01	1235.73	1144.05	1151.5	1794.91	11.05
ATP1A3	na	8.23	7.47	39.62	16.17	9.78	8.15	8.0	5.55	16.35	7.96	5.09	9.76	20.16	10.48	12.49	11.63	21.75	8.47	24.91	14.06	14.63	10.29	15.67	15.3	10.27	23.02	15.26	18.93	37.52	15.7	18.29	14.39	10.62	15.08	7.24	13.53	9.95	45.38	14.94	16.01	14.05	90.18	10.73	11.8	19.06	63.42	19.79	7.38	10.06	7.25
FGF2	na	76.29	518.51	13.03	14.93	40.01	13.29	28.32	61.76	59.99	284.91	18.02	41.84	34.35	20.6	22.47	31.83	19.68	10.13	154.0	34.64	16.32	84.97	28.66	41.06	77.75	68.61	45.0	108.14	88.5	56.02	19.11	24.08	59.77	129.81	55.24	171.05	131.25	17.49	375.02	30.69	28.39	13.58	70.5	24.77	20.44	33.66	8.99	23.48	31.83	133.6
CGGBP1	na	50.97	48.45	94.24	29.98	61.52	54.05	101.92	95.61	96.98	83.61	26.55	71.68	50.82	104.43	79.04	112.26	41.61	41.52	83.96	66.95	46.65	36.06	51.9	22.22	63.87	45.85	99.32	37.98	47.44	52.69	68.32	45.57	32.1	26.34	60.18	38.57	23.75	41.72	71.75	78.22	79.83	106.76	69.72	60.17	30.62	122.35	111.78	37.87	95.5	64.37
ZNF282	na	211.37	152.19	137.26	132.06	139.35	164.4	251.19	96.64	256.41	155.22	299.74	260.82	247.09	185.36	111.22	162.06	208.1	132.64	165.13	231.31	123.3	248.51	378.17	193.68	156.38	208.42	166.59	170.21	201.78	154.82	322.29	137.37	172.2	325.99	158.84	212.07	353.26	117.49	145.15	182.5	406.63	228.45	161.92	222.85	179.99	248.15	247.24	219.33	303.23	190.95
NDUFB3	na	195.48	200.87	649.12	452.72	488.49	305.16	343.55	419.67	372.96	222.96	332.32	479.45	361.0	323.32	383.16	383.48	326.46	293.56	228.66	296.87	291.23	192.33	241.37	328.48	271.05	332.72	353.83	292.12	313.11	235.88	246.27	258.01	193.98	373.27	343.2	377.21	234.86	418.31	322.04	529.58	322.49	702.97	373.66	408.62	221.34	366.15	316.09	286.63	341.85	307.16
